effective_date,name,old_ticker,new_ticker,reason
7/18/2016,Anderson Energy Inc,AXLFD US,AXLFF US,No Reason Supplied by Exchange
7/18/2016,Bravatek Solutions Inc,BVTKD US,BVTK US,No Reason Supplied by Exchange
7/18/2016,Tellza Inc,TELLD US,TELLF US,No Reason Supplied by Exchange
7/18/2016,Zoompass Holdings Inc,UVVC US,UVVCE US,Delinquent in Required SEC Filings
7/18/2016,Apex Resources Inc,SLMLF US,SLMLD US,Name Change
7/18/2016,Aytu BioPharma Inc,AYTUW US,AYTWD US,Reverse Stock Split
7/19/2016,Fantasy Aces Daily Fantasy Sports Corp,FASDD US,FASDF US,No Reason Supplied by Exchange
7/19/2016,Future Farm Technologies Inc,BOVKF US,AGSTF US,No Reason Supplied by Exchange
7/19/2016,Handeni Gold Inc,HNDID US,HNDI US,No Reason Supplied by Exchange
7/19/2016,General Steel Holdings Inc,GSI US,GSIH US,Change of Exchange
7/19/2016,Ashford Hospitality Trust Inc,AHFFP,AHT-PF,Change of Exchange
7/20/2016,Transakt Ltd,TAKDD US,TAKD US,No Reason Supplied by Exchange
7/20/2016,White Fox Ventures Inc,BVAPD US,AWAW US,No Reason Supplied by Exchange
7/20/2016,Universal Apparel & Textile Co,DKGRD US,DKGR US,No Reason Supplied by Exchange
7/20/2016,Digatrade Financial Corp,BITXD US,DIGAF US,No Reason Supplied by Exchange
7/20/2016,Koninklijke Ahold Delhaize NV,AHONY US,AHOND US,Reverse Stock Split
7/20/2016,Hydrocarb Energy Corp,HECQE US,HECCQ US,No Reason Supplied by Exchange
7/20/2016,Malachite Innovations Inc,STVF US,STVFD US,Name Change
7/20/2016,Skyharbour Resources Ltd,SYHBF US,SYHBD US,Reverse Stock Split
7/21/2016,HPN Holdings Inc,KICKD US,KICK US,No Reason Supplied by Exchange
7/21/2016,ThreeD Capital Inc,BWSOD US,BWSOF US,No Reason Supplied by Exchange
7/21/2016,MX Gold Corp,DTVMF US,MXLGF US,No Reason Supplied by Exchange
7/21/2016,C&J Energy Services Ltd/Old,CJES US,CJESQ US,Change of Exchange
7/21/2016,Strategic Resources Inc,SCCFF US,SCCFD US,Reverse Stock Split
7/21/2016,Public Storage,PBSDP,PSA-PD,Change of Exchange
7/21/2016,Stifel Financial Corp,STIFP,SF-PA,Change of Exchange
7/21/2016,Bluerock Residential Growth REIT Inc,BRESP,BRG-PC,Change of Exchange
7/22/2016,Pinetree Capital Ltd,PNPFF US,PNPFD US,Reverse Stock Split
7/22/2016,RJK Explorations Ltd,RJKAF US,RJKAD US,Reverse Stock Split
7/22/2016,PDX Partners Inc,MSOAD US,MSOA US,No Reason Supplied by Exchange
7/22/2016,Brewbilt Brewing Co,SIML US,SIMLD US,Reverse Stock Split
7/22/2016,ProGreen US Inc,PGEI US,PGUS US,Name Change
7/22/2016,Novation Cos Inc,NOVC US,NOVCQ US,Bankruptcy
7/22/2016,Green Endeavors Inc,GRNE US,GRNED US,Reverse Stock Split
7/22/2016,Aureus Inc,ARSNE US,ARSN US,No Reason Supplied by Exchange
7/25/2016,Virtus Oil and Gas Corp,VOIL US,VOILE US,Delinquent in Required SEC Filings
7/25/2016,Capstone Cos Inc,CAPC US,CAPCD US,Reverse Stock Split
7/25/2016,Ashanti Gold Corp,GULSD US,GULSF US,No Reason Supplied by Exchange
7/25/2016,PPJ Healthcare Enterprises Inc,PPJE US,PPJED US,Reverse Stock Split
7/25/2016,CommerceHub Inc,CHIAV US,CHUBA US,No Reason Supplied by Exchange
7/25/2016,CommerceHub Inc,CHIKV US,CHUBK US,No Reason Supplied by Exchange
7/25/2016,RumbleON Inc,SVTZ US,SUYT US,No Reason Supplied by Exchange
7/25/2016,CommerceHub Inc,CHUBV US,CHUBB US,No Reason Supplied by Exchange
7/25/2016,Koninklijke Ahold Delhaize NV,AHOND US,ADRND US,Name Change
7/25/2016,Madrigal Pharmaceuticals Inc,SNTA US,MDGL US,Reverse Stock Split
7/26/2016,CD International Enterprises Inc,CDIID US,CDII US,No Reason Supplied by Exchange
7/26/2016,Jishanye Inc,JSHY US,JSHYD US,Reverse Stock Split
7/26/2016,Regional Brands Inc,RGBD US,RGBDD US,Reverse Stock Split
7/26/2016,Organto Foods Inc,CSLVF US,OGOFF US,No Reason Supplied by Exchange
7/26/2016,Millennial Lithium Corp,ATWGD US,ATWGF US,No Reason Supplied by Exchange
7/26/2016,Oleo e Gas Participacoes SA,OGXPD US,OGXPY US,No Reason Supplied by Exchange
7/26/2016,RoomLinX Inc,RMLX US,MTWO US,No Reason Supplied by Exchange
7/26/2016,Lilis Energy Inc,LLEXD US,LLEX US,No Reason Supplied by Exchange
7/26/2016,Zincore Metals Inc,ZCRMF US,ZCRMD US,Reverse Stock Split
7/26/2016,Empresas ICA SAB de CV,ICA US,ICAYY US,Change of Exchange
7/27/2016,Champion Industries Inc/WV,CHMP US,CHMPD US,Reverse Stock Split
7/27/2016,Protagenic Therapeutics Inc,ATRN US,ATRND US,Reverse Stock Split
7/27/2016,Virtus Oil and Gas Corp,VOILE US,VOIL US,No Reason Supplied by Exchange
7/27/2016,America's Suppliers Inc,AASL US,AASLD US,Reverse Stock Split
7/27/2016,Digiliti Money Group Inc,CAFN US,CAFND US,Reverse Stock Split
7/27/2016,ClearPoint Neuro Inc,MRIC US,MRICD US,Reverse Stock Split
7/28/2016,Confederation Minerals Ltd,CNRMD US,CNRMF US,No Reason Supplied by Exchange
7/28/2016,Shine Minerals Corp,PAUFD US,PAUFF US,No Reason Supplied by Exchange
7/28/2016,Nevada Canyon Gold Corp,TRYV US,NGLD US,Name Change
7/28/2016,Tonner-One World Holdings Inc,OWOO US,TONR US,Name Change
7/28/2016,Arias Intel Corp,AMRD US,HVST US,Name Change
7/28/2016,Key Energy Services Inc,KEG US,KEGX US,Change of Exchange
7/28/2016,Kincora Copper Ltd,BZDLF US,BZDLD US,Reverse Stock Split
7/29/2016,Showa Denko KK,SHWDD US,SHWDY US,No Reason Supplied by Exchange
7/29/2016,Aytu BioPharma Inc,AYTUD US,AYTU US,No Reason Supplied by Exchange
7/29/2016,Atlas Resource Partners LP,ARPJ US,ARPJQ US,Bankruptcy
7/29/2016,Harrison Vickers and Waterman Inc,HVCWE US,HVCW US,No Reason Supplied by Exchange
7/29/2016,Belden Inc,BDNLP,BDC-PB,Change of Exchange
7/29/2016,Atlas Resource Partners LP,ARPJN,ARNPQ,Bankruptcy
7/29/2016,Atlas Resource Partners LP,ARPJP,ARPPQ,Bankruptcy
8/1/2016,Torex Gold Resources Inc,TORXD US,TORXF US,No Reason Supplied by Exchange
8/1/2016,Imaging Dynamics Co Ltd,IDYLD US,IDYLF US,No Reason Supplied by Exchange
8/1/2016,UBM Ltd/Jersey,UBMPD US,UBMPY US,No Reason Supplied by Exchange
8/1/2016,GeneSYS ID Inc,RXSF US,GNID US,Name Change
8/1/2016,Singulus Technologies AG,SGTSD US,SGTSY US,No Reason Supplied by Exchange
8/1/2016,Zhuding International Ltd,VGRI US,VGRID US,Name Change
8/1/2016,CardConnect Corp,FNTC US,CCN US,Name Change
8/1/2016,Xenith Bankshares Inc,HMPR US,XBKS US,Name Change
8/1/2016,Joey New York Inc,JOEY US,JOEYD US,Reverse Stock Split
8/1/2016,Aptevo Therapeutics Inc,APVOV US,APVO US,No Reason Supplied by Exchange
8/1/2016,DNIB Unwind Inc,BIND US,BINDQ US,Change of Exchange
8/1/2016,Hope Bancorp Inc,BBCN US,HOPE US,Name Change
8/1/2016,Columbia EM Strategic Opportunities ETF,EMSO US,EMDD US,No Reason Supplied by Exchange
8/1/2016,CardConnect Corp,FNTCW US,CCNWW US,Name Change
8/2/2016,King's Bay Resources Corp,KBGCD US,KBGCF US,No Reason Supplied by Exchange
8/2/2016,Hannan Metals Ltd,KMNFD US,KMNFF US,No Reason Supplied by Exchange
8/2/2016,DirectView Holdings Inc,DIRV US,DIRVD US,Reverse Stock Split
8/2/2016,Guardian Exploration Inc,GUEXF US,GUEXD US,Reverse Stock Split
8/2/2016,International Shipholding Corp,ISHC US,ISHCQ US,Bankruptcy
8/2/2016,PositiveID Corp,PSIDD US,PSID US,No Reason Supplied by Exchange
8/2/2016,Rebus Holdings Inc,GNSZ US,NSPX US,Name Change
8/2/2016,Viva Entertainment Group Inc,BRPC US,OTTV US,Name Change
8/3/2016,DATA Communications Management Corp,DGPID US,DGPIF US,No Reason Supplied by Exchange
8/3/2016,Limbach Holdings Inc,TFSC US,LMBH US,Name Change
8/3/2016,Fandom Sports Media Corp,HTTRF US,FDMSF US,Name Change
8/3/2016,Montana Exploration Corp,ATDEF US,ATDED US,Reverse Stock Split
8/3/2016,CRAiLAR Technologies Inc,CRLRF US,CRLRQ US,Bankruptcy
8/3/2016,Limbach Holdings Inc,TFSCW US,LMBHW US,Name Change
8/4/2016,Sydys Corp,SYYCD US,SYYC US,No Reason Supplied by Exchange
8/4/2016,Zenosense Inc,ZENO US,ZENOD US,Reverse Stock Split
8/4/2016,STW Resources Holding Corp,STWS US,STWSQ US,No Reason Supplied by Exchange
8/4/2016,Agra Ventures Ltd,PUFXD US,PUFXF US,No Reason Supplied by Exchange
8/4/2016,EPIRUS Biopharmaceuticals Inc,EPRS US,EPRSQ US,Change of Exchange
8/5/2016,Znergy Inc,MZZL US,ZNRG US,Name Change
8/5/2016,Curtis Mathes Corp,BUCS US,TLED US,Name Change
8/5/2016,eCobalt Solutions Inc,FMETF US,ECSIF US,Name Change
8/5/2016,PetroTal Corp,SGURD US,SGURF US,No Reason Supplied by Exchange
8/5/2016,Foothills Exploration Inc,KYLK US,FTXP US,Name Change
8/5/2016,NewAge Inc,ABRW US,NBEV US,Name Change
8/5/2016,Fuquan Capital Management Inc,ISGPD US,ISGP US,No Reason Supplied by Exchange
8/5/2016,Soul and Vibe Interactive Inc,SOULD US,SOUL US,No Reason Supplied by Exchange
8/5/2016,Gold Bull Resources Corp,NGLPF US,NGLPD US,Reverse Stock Split
8/5/2016,DXI Capital Corp,DXI US,DXIE US,Change of Exchange
8/5/2016,Capital One Financial Corp,CITLP,COF-PG,Change of Exchange
8/8/2016,Moxian Inc,MOXCD US,MOXC US,No Reason Supplied by Exchange
8/8/2016,Fort St James Nickel Corp,OARFD US,OARFF US,No Reason Supplied by Exchange
8/8/2016,Maverix Metals Inc,MACID US,MACIF US,No Reason Supplied by Exchange
8/8/2016,InCapta Inc,INCT US,INCTD US,Reverse Stock Split
8/8/2016,TrackX Holdings Inc,CGRXF US,TKXHF US,No Reason Supplied by Exchange
8/8/2016,BioVie Inc,NNAB US,BIVI US,Name Change
8/8/2016,Hi Ho Silver Resources Inc,HHSRF US,HHSRD US,Reverse Stock Split
8/9/2016,NanoTech Entertainment Inc,NTEKD US,NTEK US,No Reason Supplied by Exchange
8/9/2016,Buscar Co,CGLDD US,CGLD US,No Reason Supplied by Exchange
8/9/2016,Atlas Engineered Products Ltd,APEUF US,APEUD US,Reverse Stock Split
8/10/2016,Flagship Global Corp,NLLND US,FGCN US,No Reason Supplied by Exchange
8/10/2016,DXI Capital Corp,DXIE US,DXIEF US,No Reason Supplied by Exchange
8/10/2016,RepliCel Life Sciences Inc,REPCF US,REPCD US,Reverse Stock Split
8/11/2016,Axion Power International Inc,AXPWD US,AXPW US,No Reason Supplied by Exchange
8/11/2016,REAC Group Inc,REACD US,REAC US,No Reason Supplied by Exchange
8/11/2016,American Security Resources Corp,ARSC US,ARSCD US,Reverse Stock Split
8/11/2016,VW Win Century Inc,FLXR US,FLXRD US,Reverse Stock Split
8/11/2016,Bancroft Fund Ltd,BNCRP,BCV-PA,Change of Exchange
8/12/2016,Apex Resources Inc,SLMLD US,SLMLF US,No Reason Supplied by Exchange
8/12/2016,Golden Star Enterprises Ltd,GSPT US,GSPTD US,Reverse Stock Split
8/12/2016,Avisa Diagnostics Inc,MKBAF US,MKBAD US,Reverse Stock Split
8/12/2016,Aytu BioPharma Inc,AYTWD US,AYTUW US,No Reason Supplied by Exchange
8/15/2016,Life Storage Inc,SSS US,LSI US,Name Change
8/15/2016,Liberated Syndication Inc,LBBS US,LSYN US,No Reason Supplied by Exchange
8/15/2016,Hybrid Coating Technologies Inc,HCTID US,HCTI US,No Reason Supplied by Exchange
8/15/2016,Evolution Blockchain Group Inc,OXCR US,OXCRD US,Reverse Stock Split
8/15/2016,Rayonier Advanced Materials Inc,RYNRP,RYAM-PA,Change of Exchange
8/16/2016,Koninklijke Ahold Delhaize NV,ADRND US,ADRNY US,No Reason Supplied by Exchange
8/16/2016,Skyharbour Resources Ltd,SYHBD US,SYHBF US,No Reason Supplied by Exchange
8/16/2016,Malachite Innovations Inc,STVFD US,VBIO US,Name Change
8/16/2016,Yageo Corp,YAGZZ US,YAGZD US,Reverse Stock Split
8/16/2016,Yageo Corp,YAGOY US,YAGOD US,Reverse Stock Split
8/16/2016,Pure Energy Minerals Ltd,HMGLF US,PEMIF US,No Reason Supplied by Exchange
8/16/2016,Hunter Technology Corp,EORIF US,HOILF US,Name Change
8/16/2016,AUQ Gold Mining Inc,NSVLF US,NSVLD US,Reverse Stock Split
8/17/2016,Zoompass Holdings Inc,UVVCE US,UVVC US,Change of Exchange
8/17/2016,Rexford Industrial Realty Inc,RXFFP,REXR-PA,Change of Exchange
8/18/2016,Pinetree Capital Ltd,PNPFD US,PNPFF US,Reverse Stock Split
8/18/2016,Brewbilt Brewing Co,SIMLD US,SIML US,Reverse Stock Split
8/18/2016,Strategic Resources Inc,SCCFD US,SCCFF US,Reverse Stock Split
8/18/2016,RJK Explorations Ltd,RJKAD US,RJKAF US,Reverse Stock Split
8/18/2016,Industry Source Consulting Inc,VGPR US,VGPRD US,Reverse Stock Split
8/18/2016,Dominion Energy Inc,DMMRU,DCUD,Change of Exchange
8/19/2016,Jishanye Inc,JSHYD US,JSHY US,No Reason Supplied by Exchange
8/19/2016,PPJ Healthcare Enterprises Inc,PPJED US,PPJE US,No Reason Supplied by Exchange
8/19/2016,Diffusion Pharmaceuticals Inc,DFFN US,DFFND US,Reverse Stock Split
8/19/2016,Inca One Gold Corp,INCAF US,INCAD US,Reverse Stock Split
8/19/2016,Gladstone Land Corp,GLLTP,LANDP,Change of Exchange
8/22/2016,Zincore Metals Inc,ZCRMD US,ZCRMF US,No Reason Supplied by Exchange
8/22/2016,Regional Brands Inc,RGBDD US,RGBD US,No Reason Supplied by Exchange
8/22/2016,Champion Industries Inc/WV,CHMPD US,CHMP US,No Reason Supplied by Exchange
8/22/2016,Goldcliff Resources Corp,GCFFF US,GCFFD US,Reverse Stock Split
8/23/2016,ClearPoint Neuro Inc,MRICD US,MRIC US,No Reason Supplied by Exchange
8/23/2016,America's Suppliers Inc,AASLD US,AASL US,No Reason Supplied by Exchange
8/23/2016,Protagenic Therapeutics Inc,ATRND US,PTIX US,No Reason Supplied by Exchange
8/23/2016,Maxcom Telecomunicaciones SAB de CV,MXMTY US,MXMTD US,Reverse Stock Split
8/23/2016,Capstone Cos Inc,CAPCD US,CAPC US,No Reason Supplied by Exchange
8/23/2016,Digiliti Money Group Inc,CAFND US,CAFN US,No Reason Supplied by Exchange
8/23/2016,DNIB Unwind Inc,BDTRW US,BDTRQ US,No Reason Supplied by Exchange
8/24/2016,Green Endeavors Inc,GRNED US,GRNE US,No Reason Supplied by Exchange
8/25/2016,AAA Century Group USA Inc,CRDW US,CRDWE US,Delinquent in Required SEC Filings
8/25/2016,Zhuding International Ltd,VGRID US,ZHUD US,No Reason Supplied by Exchange
8/25/2016,International Zeolite Corp,CNGCF US,CNZCF US,No Reason Supplied by Exchange
8/25/2016,Notox Technologies Corp,TRPO US,TRPOD US,Reverse Stock Split
8/25/2016,GASE Energy Inc,GASEE US,GASE US,No Reason Supplied by Exchange
8/25/2016,Adamas Ventures Inc,ADMVE US,ADMV US,No Reason Supplied by Exchange
8/25/2016,American Graphite Technologies Inc,AGINE US,AGIN US,No Reason Supplied by Exchange
8/25/2016,Medicus Homecare Inc,MDCRE US,MDCR US,No Reason Supplied by Exchange
8/25/2016,Environmental Packaging Technologies Holdings Inc,IMSTE US,IMST US,No Reason Supplied by Exchange
8/25/2016,Medico International Inc,MDDTE US,MDDT US,No Reason Supplied by Exchange
8/25/2016,StemGen Inc,SGNIE US,SGNI US,No Reason Supplied by Exchange
8/25/2016,National Art Exchange Inc,TUAAE US,TUAA US,No Reason Supplied by Exchange
8/25/2016,Blueone Card Inc,TBSSE US,TBSS US,No Reason Supplied by Exchange
8/25/2016,Stallion Synergies Inc,SSYRE US,SSYR US,No Reason Supplied by Exchange
8/25/2016,Drone Guarder Inc,VOPAE US,VOPA US,No Reason Supplied by Exchange
8/25/2016,Rogue Resources Inc,GCRIF US,GCRID US,Reverse Stock Split
8/26/2016,SavDen Group Corp,SVDN US,SVDND US,Reverse Stock Split
8/26/2016,Joey New York Inc,JOEYD US,JOEY US,No Reason Supplied by Exchange
8/26/2016,Small Business Development Group Inc,SBDGQ US,SBDG US,No Reason Supplied by Exchange
8/26/2016,Kincora Copper Ltd,BZDLD US,BZDLF US,No Reason Supplied by Exchange
8/26/2016,Luminar Media Group Inc,GDEE US,LRGR US,Name Change
8/26/2016,Manganese X Energy Corp,SNCGF US,SNCGD US,Reverse Stock Split
8/29/2016,Par Pacific Holdings Inc,PARR-R-WUS,PARR-R US,No Reason Supplied by Exchange
8/29/2016,Guardian Exploration Inc,GUEXD US,GUEXF US,No Reason Supplied by Exchange
8/29/2016,DirectView Holdings Inc,DIRVD US,DIRV US,No Reason Supplied by Exchange
8/29/2016,Leading Edge Materials Corp,FLNXF US,LEMIF US,Name Change
8/29/2016,AAA Century Group USA Inc,CRDWE US,CRDW US,No Reason Supplied by Exchange
8/29/2016,AXS All Terrain Opportunity Fund,TERCX US,TERIX US,Change of Class of Share
8/30/2016,Montana Exploration Corp,ATDED US,ATDEF US,No Reason Supplied by Exchange
8/30/2016,Kutcho Copper Corp,DSRRF US,DSRRD US,Reverse Stock Split
8/30/2016,Sotherly Hotels Inc,SOHYP,SOHOB,Change of Exchange
8/31/2016,Zenosense Inc,ZENOD US,ZENO US,No Reason Supplied by Exchange
8/31/2016,HH Biotechnology Holdings Co,GCIH US,HHBT US,No Reason Supplied by Exchange
8/31/2016,Boundary Gold & Copper Mining Ltd,PRZFF US,PRZFD US,Reverse Stock Split
8/31/2016,SPDR Portfolio S&P 400 Mid Cap ETF,RSCO US,SMD US,No Reason Supplied by Exchange
8/31/2016,NextEra Energy Inc,NEXRU,NEE-PR,Change of Exchange
8/31/2016,Landmark Infrastructure Partners LP,LNDMP,LMRKO,Change of Exchange
9/1/2016,Gold Bull Resources Corp,NGLPD US,NGLPF US,No Reason Supplied by Exchange
9/1/2016,InCapta Inc,INCTD US,INCT US,No Reason Supplied by Exchange
9/1/2016,Two Hands Corp,IPRU US,IPRUD US,Reverse Stock Split
9/2/2016,RespireRx Pharmaceuticals Inc,RSPI US,RSPID US,Reverse Stock Split
9/2/2016,West Red Lake Gold Mines Inc,HYLKF US,RLGMF US,No Reason Supplied by Exchange
9/2/2016,ImagineAR Inc,GMINF US,IPNFF US,No Reason Supplied by Exchange
9/2/2016,ImmunoPrecise Antibodies Ltd,TQURF US,TQURD US,Reverse Stock Split
9/6/2016,Johnson Controls International plc,TYC US,JCI US,Name Change
9/6/2016,Atlas Engineered Products Ltd,APEUD US,APEUF US,No Reason Supplied by Exchange
9/6/2016,Hi Ho Silver Resources Inc,HHSRD US,HHSRF US,No Reason Supplied by Exchange
9/7/2016,Dell Technologies Inc Class V,DVMTV US,DVMT US,Change of Exchange
9/7/2016,American Security Resources Corp,ARSCD US,ARSC US,No Reason Supplied by Exchange
9/7/2016,US Lighting Group Inc,LXRT US,USLG US,Name Change
9/7/2016,Genesis Metals Corp,ETNMF US,GGISF US,No Reason Supplied by Exchange
9/8/2016,Trilogy Metals Inc,NCQ US,TMQ US,Name Change
9/8/2016,VW Win Century Inc,FLXRD US,FLXR US,No Reason Supplied by Exchange
9/8/2016,Golden Star Enterprises Ltd,GSPTD US,GSPT US,No Reason Supplied by Exchange
9/8/2016,EnviroTechnologies International Inc,HNSS US,HNSSD US,Reverse Stock Split
9/8/2016,Ngen Technologies Holdings Corp,LIBE US,LIBED US,Reverse Stock Split
9/9/2016,Alterra Power Corp,MGMXF US,MGMXD US,Reverse Stock Split
9/9/2016,ScripsAmerica Inc,SCRC US,SCRCQ US,Bankruptcy
9/9/2016,PC Connection Inc,PCCC US,CNXN US,No Reason Supplied by Exchange
9/9/2016,Western Capital Resources Inc,WCRS US,WCRSD US,Reverse Stock Split
9/9/2016,Hunter Technology Corp,HOILF US,HOILD US,Reverse Stock Split
9/9/2016,Mexican Gold Mining Corp,SRXLF US,SRXLD US,Reverse Stock Split
9/12/2016,Sonoro Energy Ltd,SNVFF US,SNVFD US,Reverse Stock Split
9/12/2016,Evolution Blockchain Group Inc,OXCRD US,GRMX US,No Reason Supplied by Exchange
9/12/2016,Sienna Resources Inc,HBNRF US,SNNAF US,No Reason Supplied by Exchange
9/12/2016,Petlife Pharmaceuticals Inc,PTLF US,PTLFD US,Reverse Stock Split
9/12/2016,DZS Inc,ZHNE US,DZSI US,Name Change
9/12/2016,Euro Sun Mining Inc,CPNFF US,CPNFD US,Reverse Stock Split
9/13/2016,DKG Capital Inc,RPPG US,SALY US,Name Change
9/13/2016,Yageo Corp,YAGZD US,YAGZZ US,No Reason Supplied by Exchange
9/13/2016,AUQ Gold Mining Inc,NSVLD US,NSVLF US,No Reason Supplied by Exchange
9/13/2016,SKRR Exploration Inc,BDRCF US,BDRCD US,Reverse Stock Split
9/14/2016,Monmouth Real Estate Investment Corp,MONMP,MNR-PC,Change of Exchange
9/15/2016,Industry Source Consulting Inc,VGPRD US,VGPR US,No Reason Supplied by Exchange
9/15/2016,Medical Innovation Holdings Inc,MIHI US,MIHID US,No Reason Supplied by Exchange
9/15/2016,Resgreen Group International Inc,URHN US,URHND US,Reverse Stock Split
9/15/2016,CMK Gaming International Inc,CMKI US,CMKID US,Reverse Stock Split
9/16/2016,Diffusion Pharmaceuticals Inc,DFFND US,DFFN US,No Reason Supplied by Exchange
9/16/2016,ROK Resources Inc,PTRDF US,PTRDD US,Reverse Stock Split
9/16/2016,Marker Therapeutics Inc,TPIV US,TPIVD US,Reverse Stock Split
9/16/2016,Golden Global Corp,GLDG US,GLDGD US,Reverse Stock Split
9/16/2016,AXS All Terrain Opportunity Fund,TERIX US,TERVX US,Change of Class of Share
9/19/2016,Goldcliff Resources Corp,GCFFD US,GCFFF US,No Reason Supplied by Exchange
9/19/2016,NewGen BioPharma Corp,GRWD US,GRWDD US,Reverse Stock Split
9/19/2016,EGF Theramed Health Corp,AXHLF US,AXHLD US,No Reason Supplied by Exchange
9/19/2016,Japan Gold Corp,SKYRF US,SKYRD US,Reverse Stock Split
9/20/2016,SRAX Inc,SCRI US,SCRID US,Reverse Stock Split
9/20/2016,Umax Group Corp,UMAX US,UMAXD US,Reverse Stock Split
9/20/2016,Precicion Trim Inc,EESC US,EESCD US,Name Change
9/20/2016,ITT Educational Services Inc,ESI US,ESINQ US,Change of Exchange
9/20/2016,DeFi Technologies Inc,RDNAF US,RDNAD US,Reverse Stock Split
9/20/2016,Mene Inc,ADRGF US,ADRGD US,Reverse Stock Split
9/20/2016,Global X Gold Explorers ETF,GLDX US,GOEX US,No Reason Supplied by Exchange
9/21/2016,GoldMoney Inc,BTGDF US,XAUMF US,No Reason Supplied by Exchange
9/21/2016,Emmaus Life Sciences Inc,CNSO US,CNSOD US,Reverse Stock Split
9/21/2016,DCB Bancshares Inc,DMAS US,DCBB US,Name Change
9/21/2016,Niobay Metals Inc,MDNNF US,MDNND US,Reverse Stock Split
9/21/2016,Battalion Oil Corp,HRKCW US,HK/WS US,Change of Exchange
9/21/2016,Quest Resource Holding Corp,QRCWW US,QRCWD US,Reverse Stock Split
9/21/2016,Customers Bancorp Inc,CTMRP,CUBI-PF,Change of Exchange
9/21/2016,Associated Banc-Corp,ASBDP,ASB-PD,Change of Exchange
9/22/2016,Latin Metals Inc,ATHCF US,CTMIF US,No Reason Supplied by Exchange
9/22/2016,Diamond Fields Resources Inc,DFIFF US,DFIFD US,Reverse Stock Split
9/22/2016,Sixth Wave Innovations Inc,ATURF US,ATURD US,Reverse Stock Split
9/23/2016,Manganese X Energy Corp,SNCGD US,SNCGF US,No Reason Supplied by Exchange
9/23/2016,SavDen Group Corp,SVDND US,SVDN US,No Reason Supplied by Exchange
9/23/2016,Huntwicke Capital Group Inc,MIFC US,HCGI US,Name Change
9/23/2016,Northern Lion Gold Corp,NLGCF US,NLGCD US,Reverse Stock Split
9/26/2016,Fluent Inc,IDI US,COGT US,Name Change
9/26/2016,4Licensing Corp,FOUR US,FOURQ US,Bankruptcy
9/26/2016,Arias Intel Corp,HVST US,HVSTD US,Reverse Stock Split
9/27/2016,Sun Pacific Holding Corp,PFHS US,EXOL US,Name Change
9/27/2016,Kutcho Copper Corp,DSRRD US,DSRRF US,No Reason Supplied by Exchange
9/27/2016,Rasna Therapeutics Inc,ATVM US,RASP US,Name Change
