effective_date,name,old_ticker,new_ticker,reason
5/13/2016,Ranger Oil Corp,PVAH US,PVAHQ US,Bankruptcy
5/16/2016,Ingevity Corp,NGVT-W US,NGVT US,No Reason Supplied by Exchange
5/16/2016,Viveve Medical Inc,VIVMD US,VIVMF US,No Reason Supplied by Exchange
5/16/2016,Dolphin Entertainment Inc,DPDM US,DPDMD US,Reverse Stock Split
5/16/2016,Fairway Group Holdings Corp,FWM US,FWMHQ US,Change of Exchange
5/16/2016,Comstock Metals Ltd,CMMMF US,CMMMD US,Reverse Stock Split
5/16/2016,Ranger Oil Corp,PVGPP,PVGPQ,Bankruptcy
5/16/2016,Ranger Oil Corp,PVAYL,PVAYQ,Bankruptcy
5/17/2016,Eneva SA,ENEVY US,ENEVD US,Reverse Stock Split
5/17/2016,Demand Brands Inc,INMGD US,INMG US,No Reason Supplied by Exchange
5/17/2016,SandRidge Energy Inc,SDOC US,SDOCQ US,Bankruptcy
5/17/2016,TGLT SA,TGLTD US,TGLTY US,No Reason Supplied by Exchange
5/17/2016,Agro Capital Management Corp,ACMBE US,ACMB US,No Reason Supplied by Exchange
5/17/2016,SandRidge Energy Inc,SDRXN,SDRXQ,Bankruptcy
5/17/2016,SandRidge Energy Inc,SDRXP,SDRPQ,Bankruptcy
5/18/2016,Sense Technologies Inc,SNSGD US,SNSGF US,No Reason Supplied by Exchange
5/18/2016,Digital Locations Inc,CABND US,CABN US,No Reason Supplied by Exchange
5/18/2016,Thryv Holdings Inc,DXMM US,DXMMQ US,Bankruptcy
5/18/2016,Zoom Cos Inc,ZMMME US,ZMMM US,Delinquent in Required SEC Filings
5/18/2016,Enerpulse Technologies Inc,ENPTE US,ENPT US,Delinquent in Required SEC Filings
5/18/2016,WOD Retail Solutions Inc,DEACE US,DEAC US,Delinquent in Required SEC Filings
5/18/2016,Eventure Interactive Inc,EVTIE US,EVTI US,Delinquent in Required SEC Filings
5/18/2016,iNeedMD Holdings Inc,NEMDE US,NEMD US,Delinquent in Required SEC Filings
5/18/2016,Mint Leasing Inc/NV,MLESE US,MLES US,Delinquent in Required SEC Filings
5/18/2016,Ipsidy Inc,IDGSE US,IDGS US,Delinquent in Required SEC Filings
5/18/2016,World Moto Inc,FAREE US,FARE US,Delinquent in Required SEC Filings
5/18/2016,Enterprise Diversified Inc,SYTEE US,SYTE US,Delinquent in Required SEC Filings
5/18/2016,Signal Advance Inc,SIGLE US,SIGL US,Delinquent in Required SEC Filings
5/18/2016,Nutrastar International Inc,NUINE US,NUIN US,Delinquent in Required SEC Filings
5/18/2016,Satya Worldwide Inc,STYA US,GSEG US,No Reason Supplied by Exchange
5/18/2016,ePlay Digital Inc,NWKFF US,NWKFD US,Reverse Stock Split
5/18/2016,Osisko Development Corp,RNGTF US,RNGTD US,Reverse Stock Split
5/18/2016,Seventy Seven Energy Inc/Old,SSE US,SSEI US,Change of Exchange
5/18/2016,Public Storage,PBBSP,PSA-PC,Change of Exchange
5/18/2016,DuPont Fabros Technology Inc,DFTPP,DFT-PC,Change of Exchange
5/18/2016,SunEdison Inc,SDSNP,SDSNQ,No Reason Supplied by Exchange
5/19/2016,Liberty Media Corp-Liberty Braves,BATRV US,BATRR US,No Reason Supplied by Exchange
5/19/2016,Nexus Biopharma Inc,PTAE US,NEXS US,Name Change
5/19/2016,Centrais Eletricas Brasileiras SA,EBR US,EBRYY US,Change of Exchange
5/19/2016,Centrais Eletricas Brasileiras SA,EBR/B US,EBRBY US,Change of Exchange
5/19/2016,Bantec Inc,TWDL US,TWDLD US,Reverse Stock Split
5/19/2016,Dominion Lending Centres Inc,BRLGF US,BRLGD US,Reverse Stock Split
5/19/2016,Sunstone Hotel Investors Inc,STNHP,SHO-PF,Change of Exchange
5/20/2016,Drone Guarder Inc,VOPA US,VOPAE US,No Reason Supplied by Exchange
5/20/2016,Stallion Synergies Inc,SSYR US,SSYRE US,No Reason Supplied by Exchange
5/20/2016,UnifiedOnline Inc,UOIP US,UOIPE US,No Reason Supplied by Exchange
5/20/2016,Kintara Therapeutics Inc,DMPI US,DMPID US,Reverse Stock Split
5/20/2016,Imperial Brands PLC,ITYBF US,IMBBF US,No Reason Supplied by Exchange
5/23/2016,Deer Valley Corp,DVLYD US,DVLY US,No Reason Supplied by Exchange
5/23/2016,Britannia Life Sciences Inc,MCUID US,MCUIF US,No Reason Supplied by Exchange
5/23/2016,Reliq Health Technologies Inc,FLNTF US,RQHTF US,No Reason Supplied by Exchange
5/23/2016,Code Rebel Corp,CDRB US,CDRBQ US,Change of Exchange
5/23/2016,IBERIABANK Corp,IBRRP,IBKCO,Change of Exchange
5/24/2016,Aloro Mining Corp,WLRMF US,WLRMD US,Reverse Stock Split
5/24/2016,Alloycorp Mining Inc,AVNMD US,AVNMF US,No Reason Supplied by Exchange
5/24/2016,Lans Holdings Inc,LAHO US,LAHOD US,Reverse Stock Split
5/24/2016,Westbridge Energy Corp,WEGYD US,WEGYF US,No Reason Supplied by Exchange
5/24/2016,IBC Advanced Alloys Corp,IAALF US,IAALD US,Reverse Stock Split
5/24/2016,Linn Energy LLC,LINE US,LINEQ US,Change of Exchange
5/24/2016,LinnCo LLC,LNCO US,LNCOQ US,Change of Exchange
5/25/2016,Breitburn Energy Partners LP,BBEP US,BBEPQ US,Change of Exchange
5/25/2016,NV Gold Corp,NVGLF US,NVGLD US,Reverse Stock Split
5/25/2016,Metallic Minerals Corp,MMNGF US,MMNGD US,Reverse Stock Split
5/25/2016,American Homes 4 Rent,AMHHP,AMH-PD,Change of Exchange
5/25/2016,LaSalle Hotel Properties,LSAHP,LHO-PJ,Change of Exchange
5/25/2016,Breitburn Energy Partners LP,BBEPP,BBPPQ,Change of Exchange
5/26/2016,American Graphite Technologies Inc,AGIN US,AGINE US,Delinquent in Required SEC Filings
5/26/2016,Frontera Group Inc,FRTG US,FRTGE US,Delinquent in Required SEC Filings
5/26/2016,Harrison Vickers and Waterman Inc,HVCW US,HVCWE US,Delinquent in Required SEC Filings
5/26/2016,Medico International Inc,MDDT US,MDDTE US,Delinquent in Required SEC Filings
5/26/2016,Muliang Viagoo Technology Inc,MHDG US,MHDGE US,Delinquent in Required SEC Filings
5/26/2016,Royal Bakery Holdings Inc,RYBH US,RYBHE US,Delinquent in Required SEC Filings
5/26/2016,StemGen Inc,SGNI US,SGNIE US,Delinquent in Required SEC Filings
5/26/2016,Star Wealth Group Inc,TRFX US,TRFXE US,Delinquent in Required SEC Filings
5/26/2016,National Art Exchange Inc,TUAA US,TUAAE US,Delinquent in Required SEC Filings
5/26/2016,Bullion Gold Resources Corp,TTEXD US,TTEXF US,No Reason Supplied by Exchange
5/26/2016,FTE Networks Inc,FTNW US,FTNWD US,Reverse Stock Split
5/26/2016,Inception Mining Inc,IMII US,IMIID US,Reverse Stock Split
5/26/2016,Creative Medical Technology Holdings Inc,JLLM US,CELZ US,Name Change
5/26/2016,Alon Blue Square Israel Ltd,BSI US,BSIRY US,Change of Exchange
5/26/2016,Westcore Energy Ltd,WRRNF US,WRRND US,Reverse Stock Split
5/27/2016,Fast Line Holding Inc,GFGVD US,GFGVF US,No Reason Supplied by Exchange
5/27/2016,B-Scada Inc,SCDAD US,SCDA US,No Reason Supplied by Exchange
5/27/2016,Uneeqo Inc,KORX US,UNEQ US,Name Change
5/27/2016,Hammer Fiber Optics Holdings Corp,TPHXD US,HMMR US,No Reason Supplied by Exchange
5/27/2016,Visual Management Sciences Inc,AVSC US,VMAN US,Name Change
5/27/2016,Valeritas Holdings Inc,CYGMD US,VLRX US,No Reason Supplied by Exchange
5/27/2016,Aim Exploration Inc,AEXED US,AEXE US,No Reason Supplied by Exchange
5/27/2016,West Coast Ventures Group Corp,EZRTD US,WCVC US,No Reason Supplied by Exchange
5/31/2016,Cherubim Interests Inc,CHIT US,CHITD US,Reverse Stock Split
5/31/2016,Frontera Group Inc,FRTGE US,FRTG US,No Reason Supplied by Exchange
6/1/2016,Waste Connections Inc,BIN US,WCN US,Name Change
6/1/2016,Halio Energy Inc,TADMD US,TADMF US,No Reason Supplied by Exchange
6/1/2016,Xenetic Biosciences Inc,XBIO US,XBIOD US,Reverse Stock Split
6/1/2016,Regional Brands Inc,FNSI US,RGBD US,Name Change
6/1/2016,Star Wealth Group Inc,TRFXE US,TRFX US,No Reason Supplied by Exchange
6/1/2016,Copper North Mining Corp,CPNVF US,CPNVD US,Reverse Stock Split
6/1/2016,Great Bear Resources Ltd,GTBDF US,GTBDD US,Reverse Stock Split
6/2/2016,Zedge Inc,ZDGE-W US,ZDGE US,No Reason Supplied by Exchange
6/2/2016,Healthier Choices Management Corp,VPCO US,VPCOD US,Reverse Stock Split
6/2/2016,Ekso Bionics Holdings Inc,EKSOD US,EKSO US,No Reason Supplied by Exchange
6/2/2016,ZZLL Information Technology Inc,GSTC US,ZZLL US,Name Change
6/2/2016,Universal Power Industry Corp,CLTR US,UPIN US,Name Change
6/2/2016,Comstock Metals Ltd,CMMMD US,CMMMF US,No Reason Supplied by Exchange
6/2/2016,Microlin Bio Inc,MICBE US,MICB US,No Reason Supplied by Exchange
6/2/2016,Epazz Inc,EPAZ US,EPAZD US,Reverse Stock Split
6/2/2016,BSD Med Corp,PRSN US,PRSNQ US,Bankruptcy
6/2/2016,Ascent Solar Technologies Inc,ASTI US,ASTID US,Reverse Stock Split
6/2/2016,Invesque Inc,MHIVF US,MHIVD US,Reverse Stock Split
6/2/2016,BSD Med Corp,PRSNW US,PRSWQ US,Bankruptcy
6/2/2016,Gabelli Utility Trust/The,GABUP,GUT-PC,Change of Exchange
6/2/2016,Hersha Hospitality Trust,HRHPP,HT-PD,Change of Exchange
6/3/2016,RT Minerals Corp,RTMFD US,RTMFF US,No Reason Supplied by Exchange
6/3/2016,Ystrategies Corp,IEEC US,IEECD US,Reverse Stock Split
6/3/2016,Wearable Health Solutions Inc,MDHI US,WHSI US,Name Change
6/3/2016,Muliang Viagoo Technology Inc,MHDGE US,MHDG US,No Reason Supplied by Exchange
6/3/2016,Liberty Health Sciences Inc,SCQBF US,SCQBD US,Reverse Stock Split
6/3/2016,Innovative Payment Solutions Inc,ASYP US,QPAG US,Name Change
6/3/2016,Stelmine Canada Ltd,STLZF US,STLZD US,Reverse Stock Split
6/6/2016,South Beach Spirits Inc,SBES US,SBESE US,No Reason Supplied by Exchange
6/6/2016,Peruvian Metals Corp,DUVND US,DUVNF US,No Reason Supplied by Exchange
6/6/2016,CMK Gaming International Inc,CMKID US,CMKI US,No Reason Supplied by Exchange
6/6/2016,Virtus Oil and Gas Corp,VOILD US,VOIL US,No Reason Supplied by Exchange
6/6/2016,OriginClear Inc,OOIL US,OCLN US,No Reason Supplied by Exchange
6/6/2016,BMC Stock Holdings Inc,STCK US,BMCH US,Name Change
6/6/2016,Paragon Shipping Inc,PRGN US,PRGNF US,Change of Exchange
6/6/2016,Gladstone Commercial Corp,GDSTP,GOODM,Change of Exchange
6/7/2016,Oleo e Gas Participacoes SA,OGXPY US,OGXPD US,Reverse Stock Split
6/7/2016,Silver Elephant Mining Corp,PRPCF US,PRPCD US,Reverse Stock Split
6/7/2016,GBX International Group Inc,BCTED US,BBGP US,No Reason Supplied by Exchange
6/7/2016,California Gold Mining Inc,CFGMF US,CFGMD US,Reverse Stock Split
6/7/2016,Prospera Energy Inc,GXRFD US,GXRFF US,No Reason Supplied by Exchange
6/7/2016,Croda International PLC,COIHD US,COIHY US,No Reason Supplied by Exchange
6/8/2016,Osisko Development Corp,RNGTD US,RNGTF US,No Reason Supplied by Exchange
6/8/2016,Handeni Gold Inc,HNDI US,HNDID US,Reverse Stock Split
6/8/2016,CV Sciences Inc,CANV US,CVSI US,Name Change
6/8/2016,Seventy Seven Energy Inc/Old,SSEI US,SSEIQ US,Bankruptcy
6/8/2016,Warren Resources Inc,WRES US,WRESQ US,Change of Exchange
6/9/2016,FV Pharma International Corp,FVPI US,FVPID US,Reverse Stock Split
6/9/2016,Nyrstar NV,NYRSY US,NYRSD US,Reverse Stock Split
6/9/2016,Cascadian Therapeutics Inc,ONTY US,CASC US,Name Change
6/9/2016,Mercury Fintech Holding Inc,WOWO US,JMU US,No Reason Supplied by Exchange
6/9/2016,Chibougamau Independent Mines Inc,CMAUF US,CMAUD US,Reverse Stock Split
6/9/2016,MMX Mineracao e Metalicos SA,MMXMD US,MMXMY US,No Reason Supplied by Exchange
6/10/2016,Dolphin Entertainment Inc,DPDMD US,DPDM US,No Reason Supplied by Exchange
6/10/2016,Advant-E Corp,ADVC US,ADVCD US,Reverse Stock Split
6/10/2016,THC Therapeutics Inc,ASUV US,ASUVD US,Reverse Stock Split
6/10/2016,Trendmaker Inc Ltd,NTBT US,NTBTD US,Reverse Stock Split
6/10/2016,Nexeo Solutions Inc,WLRHU US,NXEOU US,Name Change
6/10/2016,Nexeo Solutions Inc,WLRH US,NXEO US,Name Change
6/10/2016,Univar Solutions Inc,WLRHW US,NXEOW US,Name Change
6/10/2016,Cowen Inc,CWNGP,CWGRP,Reclassification of Shares
6/13/2016,Visium Technologies Inc,NSEH US,NSEHD US,Reverse Stock Split
6/13/2016,South Beach Spirits Inc,SBESE US,SBES US,No Reason Supplied by Exchange
6/13/2016,FunctionX Inc,DDAY US,FNCX US,Name Change
6/13/2016,US Lithium Corp,ROSV US,LITH US,Name Change
6/13/2016,Overseas Shipholding Group Inc,OVSPA US,OVSPD US,Reverse Stock Split
6/13/2016,Overseas Shipholding Group Inc,OGISZ US,OGISD US,Reverse Stock Split
6/13/2016,Pebblebrook Hotel Trust,PBBKP,PEB-PD,Change of Exchange
6/14/2016,Viveve Medical Inc,VIVMF US,VIVE US,Change of Exchange
6/14/2016,NG Energy International Corp,PENYF US,PENYD US,Reverse Stock Split
6/14/2016,Huntington Exploration Inc,HEXPF US,HEXPD US,Reverse Stock Split
6/14/2016,Ares Management Corp,ARMGP,ARES-PA,Change of Exchange
6/15/2016,Defense Technologies International Corp,CGCC US,DTII US,Name Change
6/15/2016,Digital Info Security Co,DGIF US,DGIFD US,Reverse Stock Split
6/15/2016,Nevada Canyon Gold Corp,TRYVD US,TRYV US,No Reason Supplied by Exchange
6/15/2016,American Lithium Corp,MNIKF US,LIACF US,No Reason Supplied by Exchange
6/15/2016,Hercules Offshore Inc,HERO US,HEROQ US,Bankruptcy
6/16/2016,Kintara Therapeutics Inc,DMPID US,DMPI US,No Reason Supplied by Exchange
6/16/2016,ePlay Digital Inc,NWKFD US,NWKFF US,No Reason Supplied by Exchange
6/16/2016,Dominion Lending Centres Inc,BRLGD US,BRLGF US,No Reason Supplied by Exchange
6/16/2016,Bantec Inc,TWDLD US,DRUS US,No Reason Supplied by Exchange
6/16/2016,Starlight Supply Chain Management Co,LVFZ US,SLSC US,Name Change
6/16/2016,Premier Exhibitions Inc,PRXI US,PRXIQ US,Bankruptcy
6/16/2016,Soul and Vibe Interactive Inc,SOUL US,SOULD US,Reverse Stock Split
6/16/2016,Save Foods Inc,PIMZ US,SAFO US,Name Change
6/16/2016,Miramar Labs Inc,KTLC US,MRLB US,Name Change
6/16/2016,Powertap Hydrogen Capital Corp,QILFF US,QILFD US,Reverse Stock Split
6/16/2016,VGI HEALTH TECHNOLOGY LTD,MOKO US,MOKOY US,Change of Exchange
6/16/2016,Wells Fargo & Co,WLLPP,WFC-PX,Change of Exchange
6/17/2016,Agra Resources LLC,AGRR US,AGRRU US,No Reason Supplied by Exchange
6/17/2016,Forest Investments Inc,UPIP US,GEC US,Name Change
6/20/2016,Brookfield Business Partners LP,BBU-W US,BBU US,No Reason Supplied by Exchange
6/20/2016,Tribune Publishing Co,TPUB US,TRNC US,Name Change
6/20/2016,Hydrocarb Energy Corp,HECCQ US,HECQE US,No Reason Supplied by Exchange
6/20/2016,Tellza Inc,TELLF US,TELLD US,Reverse Stock Split
6/20/2016,Anderson Energy Inc,AXLFF US,AXLFD US,Reverse Stock Split
6/20/2016,Bravatek Solutions Inc,BVTK US,BVTKD US,Reverse Stock Split
6/20/2016,Consumer Automotive Finance Inc,NAUG US,CAFI US,Name Change
6/20/2016,Net Medical Xpress Solutions Inc,NMXS US,NMXSD US,Reverse Stock Split
6/20/2016,Oncotelic Therapeutics Inc,OXGN US,MATN US,Name Change
6/20/2016,JG Wentworth Co/The,JGW US,JGWE US,Change of Exchange
6/21/2016,Aloro Mining Corp,WLRMD US,WLRMF US,No Reason Supplied by Exchange
6/21/2016,IBC Advanced Alloys Corp,IAALD US,IAALF US,No Reason Supplied by Exchange
6/21/2016,Lans Holdings Inc,LAHOD US,LAHO US,No Reason Supplied by Exchange
6/21/2016,Fantasy Aces Daily Fantasy Sports Corp,FASDF US,FASDD US,Reverse Stock Split
6/21/2016,Union Bridge Holdings Ltd,CSST US,UGHL US,Name Change
6/21/2016,Eneva SA,ENEVD US,ENEVY US,No Reason Supplied by Exchange
6/21/2016,Inventus Mining Corp,GNGXD US,GNGXF US,No Reason Supplied by Exchange
6/21/2016,UnifiedOnline Inc,UOIPE US,UOIP US,No Reason Supplied by Exchange
6/21/2016,ME Renewable Power Corp,JRSC US,MEPW US,Name Change
6/21/2016,Metro One Telecommunications Inc,INFO US,WOWI US,No Reason Supplied by Exchange
6/22/2016,White Fox Ventures Inc,BVAP US,BVAPD US,Reverse Stock Split
6/22/2016,Digatrade Financial Corp,BITXF US,BITXD US,Reverse Stock Split
6/22/2016,Dextera Surgical Inc,CRDC US,DXTR US,Name Change
6/22/2016,GlobeStar Therapeutics Corp,FTTN US,SOAN US,Name Change
6/22/2016,Core Resource Management Inc,CRMI US,CRMIQ US,Bankruptcy
6/22/2016,diaDexus Inc,DDXS US,DDXSQ US,Bankruptcy
6/23/2016,Inception Mining Inc,IMIID US,IMII US,No Reason Supplied by Exchange
6/23/2016,FTE Networks Inc,FTNWD US,FTNW US,No Reason Supplied by Exchange
6/23/2016,Transakt Ltd,TAKD US,TAKDD US,Reverse Stock Split
6/23/2016,Universal Apparel & Textile Co,DKGR US,DKGRD US,Reverse Stock Split
6/23/2016,ThreeD Capital Inc,BWSOF US,BWSOD US,Reverse Stock Split
6/23/2016,Origo Acquisition Corp,CNLM US,OACQ US,Name Change
6/23/2016,Origo Acquisition Corp,CNLMR US,OACQR US,Name Change
6/23/2016,Origo Acquisition Corp,CNLMU US,OACQU US,Name Change
6/23/2016,WOWI Inc,JOLE US,WOWU US,Name Change
6/23/2016,Oi SA,OIBR US,OIBRQ US,Change of Exchange
6/23/2016,Origo Acquisition Corp,CNLMW US,OACQW US,Name Change
6/24/2016,PDX Partners Inc,MSOA US,MSOAD US,Reverse Stock Split
6/24/2016,HPN Holdings Inc,KICK US,KICKD US,Reverse Stock Split
6/24/2016,Metallic Minerals Corp,MMNGD US,MMNGF US,No Reason Supplied by Exchange
6/24/2016,NV Gold Corp,NVGLD US,NVGLF US,No Reason Supplied by Exchange
6/24/2016,Westcore Energy Ltd,WRRND US,WRRNF US,No Reason Supplied by Exchange
6/24/2016,Lilis Energy Inc,LLEX US,LLEXD US,Reverse Stock Split
6/24/2016,Millennial Lithium Corp,ATWGF US,ATWGD US,Reverse Stock Split
6/27/2016,MAG Silver Corp,MVG US,MAG US,No Reason Supplied by Exchange
6/27/2016,Cherubim Interests Inc,CHITD US,CHIT US,No Reason Supplied by Exchange
6/27/2016,CurAegis Technologies Inc,TOVC US,CRGS US,Name Change
6/27/2016,Royal Bakery Holdings Inc,RYBHE US,RYBH US,No Reason Supplied by Exchange
6/27/2016,Ashanti Gold Corp,GULSF US,GULSD US,Reverse Stock Split
6/27/2016,KKR & Co Inc,KRPPP,KKR-PB,Change of Exchange
6/28/2016,Xenetic Biosciences Inc,XBIOD US,XBIO US,No Reason Supplied by Exchange
6/28/2016,CD International Enterprises Inc,CDII US,CDIID US,Reverse Stock Split
6/28/2016,Airborne Wireless Network,ATLW US,ABWN US,Name Change
6/28/2016,Santa Fe Gold Corp,SFEGQ US,SFEG US,No Reason Supplied by Exchange
6/28/2016,Agra Ventures Ltd,PUFXF US,PUFXD US,Reverse Stock Split
6/28/2016,Dynegy Inc,DYNDU,DYNC,Change of Exchange
6/29/2016,Healthier Choices Management Corp,VPCOD US,VPCO US,No Reason Supplied by Exchange
6/29/2016,Great Bear Resources Ltd,GTBDD US,GTBDF US,No Reason Supplied by Exchange
6/29/2016,Epazz Inc,EPAZD US,EPAZ US,No Reason Supplied by Exchange
6/29/2016,Invesque Inc,MHIVD US,MHIVF US,No Reason Supplied by Exchange
6/29/2016,Copper North Mining Corp,CPNVD US,CPNVF US,No Reason Supplied by Exchange
6/29/2016,Nexoptic Technology Corp,ELSRF US,NXOPF US,No Reason Supplied by Exchange
6/30/2016,Stelmine Canada Ltd,STLZD US,STLZF US,No Reason Supplied by Exchange
6/30/2016,Ascent Solar Technologies Inc,ASTID US,ASTI US,No Reason Supplied by Exchange
6/30/2016,Premier Products Group Inc,VHMC US,PMPG US,Name Change
6/30/2016,Ystrategies Corp,IEECD US,YSTR US,No Reason Supplied by Exchange
6/30/2016,Good Gaming Inc,HDSI US,GMER US,Name Change
6/30/2016,Confederation Minerals Ltd,CNRMF US,CNRMD US,Reverse Stock Split
6/30/2016,Shine Minerals Corp,PAUFF US,PAUFD US,Reverse Stock Split
6/30/2016,American Homes 4 Rent,AHMRP,AMH-PE,Change of Exchange
6/30/2016,Summit Hotel Properties Inc,SMTTP,INN-PD,Change of Exchange
7/1/2016,Hertz Global Holdings Inc,HTZ-W US,HTZ US,Unofficial Change to Comply with Exchange
7/1/2016,Herc Holdings Inc,HTZ US,HRI US,Name Change
7/1/2016,GATX Corp,GMT US,GATX US,No Reason Supplied by Exchange
7/1/2016,Integer Holdings Corp,GB US,ITGR US,Name Change
7/1/2016,Showa Denko KK,SHWDY US,SHWDD US,Reverse Stock Split
7/1/2016,Aytu BioPharma Inc,AYTU US,AYTUD US,Reverse Stock Split
7/1/2016,Fronteo Inc,UBIC US,FTEO US,Name Change
7/1/2016,RMB Mendon Financial Services Fund,BURKX US,RMBKX US,Name Change
7/1/2016,RMB Mendon Financial Services Fund,BURNX US,RMBNX US,Name Change
7/1/2016,RMB Fund,BURHX US,RMBHX US,Name Change
7/1/2016,RMB Fund,BURJX US,RMBJX US,Name Change
7/1/2016,RMB Mendon Financial Long/Short Fund,BURFX US,RMBFX US,Name Change
7/1/2016,RMB Mendon Financial Long/Short Fund,BURCX US,RMBCX US,Name Change
7/1/2016,RMB Mendon Financial Long/Short Fund,BMFIX US,RMBIX US,Name Change
7/1/2016,Service Properties Trust,HPT-PD,HPTRP,Change of Exchange
7/1/2016,TravelCenters of America Inc,TANP,TANNZ,Change of Exchange
7/1/2016,TravelCenters of America Inc,TANO,TANNL,Change of Exchange
7/1/2016,TravelCenters of America Inc,TANN,TANNI,Change of Exchange
7/1/2016,Diversified Healthcare Trust,SNHN,SNHNI,Change of Exchange
7/1/2016,Diversified Healthcare Trust,SNHO,SNHNL,Change of Exchange
7/1/2016,Office Properties Income Trust,GOVN,GOVNI,Change of Exchange
7/5/2016,Fortive Corp,FTV-W US,FTV US,No Reason Supplied by Exchange
7/5/2016,Singulus Technologies AG,SGTSY US,SGTSD US,Reverse Stock Split
7/5/2016,California Gold Mining Inc,CFGMD US,CFGMF US,No Reason Supplied by Exchange
7/5/2016,Torex Gold Resources Inc,TORXF US,TORXD US,Reverse Stock Split
7/5/2016,Imaging Dynamics Co Ltd,IDYLF US,IDYLD US,Reverse Stock Split
7/5/2016,Silver Elephant Mining Corp,PRPCD US,PRPCF US,No Reason Supplied by Exchange
7/5/2016,PositiveID Corp,PSID US,PSIDD US,Reverse Stock Split
7/5/2016,UBM Ltd/Jersey,UBMPY US,UBMPD US,Reverse Stock Split
7/5/2016,GreenFirst Forest Products Inc,KBXMF US,ICLTF US,No Reason Supplied by Exchange
7/5/2016,CJ CGV Co Ltd,CJGVF US,CJCGF US,No Reason Supplied by Exchange
7/5/2016,Gabelli Dividend & Income Trust/The,GDVVP,GDV-PG,Change of Exchange
7/6/2016,Osisko Gold Royalties Ltd,OKSKF US,OR US,Change of Exchange
7/6/2016,Stealth Technologies Inc,EXSL US,STTH US,Name Change
7/6/2016,Fuquan Capital Management Inc,ISGP US,ISGPD US,Reverse Stock Split
7/6/2016,Honsen Energy & Resources International Ltd,SNSX US,HSEN US,Reverse Stock Split
7/6/2016,King's Bay Resources Corp,KBGCF US,KBGCD US,Reverse Stock Split
7/6/2016,Hannan Metals Ltd,KMNFF US,KMNFD US,Reverse Stock Split
7/7/2016,Chibougamau Independent Mines Inc,CMAUD US,CMAUF US,No Reason Supplied by Exchange
7/7/2016,Advant-E Corp,ADVCD US,ADVC US,No Reason Supplied by Exchange
7/7/2016,DATA Communications Management Corp,DGPIF US,DGPID US,Reverse Stock Split
7/7/2016,EM Quantum Technologies Inc,SMTE US,EMQU US,Name Change
7/7/2016,Global Tech Industries Group Inc,TTII US,GTII US,Name Change
7/7/2016,PetroTal Corp,SGURF US,SGURD US,Reverse Stock Split
7/8/2016,Nyrstar NV,NYRSD US,NYRSY US,No Reason Supplied by Exchange
7/8/2016,THC Therapeutics Inc,ASUVD US,ASUV US,No Reason Supplied by Exchange
7/8/2016,Visium Technologies Inc,NSEHD US,NSEH US,No Reason Supplied by Exchange
7/8/2016,Sydys Corp,SYYC US,SYYCD US,Reverse Stock Split
7/8/2016,Humanigen Inc,KBIOQ US,KBIO US,No Reason Supplied by Exchange
7/8/2016,Castle Resources Inc,CUNCF US,CUNCD US,Nasdaq Issuer Qualification Exception
7/8/2016,National General Holdings Corp,NTTNP,NGHCN,Change of Exchange
7/11/2016,Creative Waste Solutions Inc,SLVM US,CWSS US,Name Change
7/11/2016,Fiera Capital Diversified Alternatives Fund,RLLIX US,FCAIX US,Name Change
7/11/2016,Fiera Capital Diversified Alternatives Fund,RLLBX US,FCARX US,Name Change
7/12/2016,NG Energy International Corp,PENYD US,PENYF US,No Reason Supplied by Exchange
7/12/2016,Huntington Exploration Inc,HEXPD US,HEXPF US,No Reason Supplied by Exchange
7/12/2016,Trendmaker Inc Ltd,NTBTD US,TMIN US,No Reason Supplied by Exchange
7/12/2016,Moxian Inc,MOXC US,MOXCD US,Reverse Stock Split
7/12/2016,Maverix Metals Inc,MACIF US,MACID US,Reverse Stock Split
7/12/2016,Fort St James Nickel Corp,OARFF US,OARFD US,Reverse Stock Split
7/13/2016,IHS Markit Ltd,MRKT US,INFO US,Name Change
7/13/2016,Buscar Co,CGLD US,CGLDD US,Reverse Stock Split
7/13/2016,NanoTech Entertainment Inc,NTEK US,NTEKD US,Reverse Stock Split
7/13/2016,Flagship Global Corp,NLLN US,NLLND US,Reverse Stock Split
7/13/2016,Roan Holdings Group Co Ltd,CADT US,CLDC US,Name Change
7/13/2016,Atlas Resource Partners LP,ARP US,ARPJ US,Change of Exchange
7/13/2016,Roan Holdings Group Co Ltd,CADTW US,CLDCW US,Name Change
7/13/2016,Atlas Resource Partners LP,ARP-PD,ARPJP,Change of Exchange
7/13/2016,Atlas Resource Partners LP,ARP-PE,ARPJN,Change of Exchange
7/14/2016,Powertap Hydrogen Capital Corp,QILFD US,QILFF US,No Reason Supplied by Exchange
7/15/2016,Hybrid Coating Technologies Inc,HCTI US,HCTID US,Reverse Stock Split
7/15/2016,REAC Group Inc,REAC US,REACD US,Reverse Stock Split
7/15/2016,Net Medical Xpress Solutions Inc,NMXSD US,NMXS US,No Reason Supplied by Exchange
7/15/2016,Onyx Service & Solutions Inc,ONYX US,OSRV US,No Reason Supplied by Exchange
7/15/2016,Global Consortium Inc,KSTV US,BDCI US,Name Change
7/15/2016,Axion Power International Inc,AXPW US,AXPWD US,Reverse Stock Split
7/15/2016,Bluerock Residential Growth REIT Inc,BRESV,BRESP,No Reason Supplied by Exchange
